,product_id,category,class,closure,color,dry_clean_only,embellishment,exposure,fit,gender,height,leg_style,length,material,neckline,occasion,pattern,print,rise,shape,sheer,sizing,strap,style,toe_style,trend,wash,width
824,01DVRGBA8MJP7KZ7HZNWMBTQ1N,"booty,shoe",,,silver,,,,,woman,,,,leather,,"night out,day tonight,weekend",,,,,,,,"edgy,modern,glam,androgynous",pointed toe,,,medium
825,01DVRGHWK4JNZ5D314PCC7Y3VR,"dress,one piece",,,"silver,black",yes,,,relaxed,woman,,,"long sleeve,short above the knee",synthetic,off shoulder,"weekend,night out",,,,,,regular,,"glam,edgy,modern",,,,
826,01DVRGNCM2W86BNX477PQ7R3ZK,"one piece,dress",body con,,black,no,,,fitted tailored,woman,,,"sleeveless,mini mid thigh and above",cupro,square neck,"weekend,night out",,,,,,regular,adjustable,"glam,modern,classic",,,,
827,01DVRGQ23VWBNA6X3G3MWS6V2J,"shoe,pump heel",,,black,,,,,woman,high,,,suede,,"weekend,night out",,,,stiletto,,,,"glam,classic",pointed toe,,,medium
828,01DVRGX5BT8VARMJB9THRM5MWG,top,,,,,,,,,,,,,,,,,,,,,,,,,,
829,01DVRH2B2KJ6XAQRTN4959QX0V,"top,blouse",,,pink,yes,,,relaxed,woman,,,"mid length at hip,sleeveless",pure silk,high neck,"weekend,night out",,,,,,regular,,"glam,modern,romantic",,,,
830,01DVRH4Y8ZB8YTPTZTQZKPPV69,"pants, legging,bottom",trouser,,white,yes,,,relaxed,woman,,wide leg,cropped,pure silk,,"weekend,day tonight",,,high over 9,,,regular,,"boho,modern,romantic",,,,
831,01DVRH6EX9TWR0X6ZGJFMQZTQ8,"bottom,pants, legging",trouser,,gold,yes,,,relaxed,woman,,wide leg,regular,pure silk,,"weekend,night out",,,high over 9,,,regular,,"modern,glam,androgynous",,,,
832,01DVRHDWGHX8FG6VH1WFKET1N5,"coat,blazers, coats, jacket",,open front,"white,black",yes,,,oversized,woman,,,"mid length at hip,long sleeve","faux fur,synthetic",,"day tonight,night out",stripe horizontal,,,,,regular,,"glam,modern",,,,
833,01DVRHGPQWPVAKN18RCN5S5JX8,"dress,one piece",,,"blue,green,black,purple,multi,pink,white",yes,sequin,,fitted tailored,woman,,,"sleeveless,mini mid thigh and above",,vneck,"night out,weekend",floral,,,,,regular,,"glam,romantic",,,,
834,01DVRJXWE7T8G6GHRT6F120GBY,"handbag,accessory",clutch pouch,"flap,open",black,,,,,woman,,,,leather,,"weekend,night out",,,,,,,leather,"modern,androgynous,glam",,,,
835,01DVRK0KN58J1PWMVNGY831QHK,"button down,top,bodysuit",,buttoned front,black,yes,,,fitted tailored,woman,,,long sleeve,synthetic,collared,"night out,weekend",,,,,sheer,regular,,"androgynous,modern,glam",,,,
836,01DVRK31JD4E7Z2MHCHPCJKBNR,"bottom,skirt",slip,,red,yes,,,relaxed,woman,,,midi mid calf,pure silk,,"vacation,night out,weekend,day tonight",,,,,,regular,,"romantic,modern,glam",,,,
837,01DVRK6CZNP6WVF9WZZ0DGA4JS,"bottom,skirt",body con,,black,,,,fitted tailored,woman,,,mini mid thigh and above,synthetic,,"night out,weekend",,,,,,regular,,"edgy,glam,modern",,,,
838,01DVRPGS3BKXJV1D39B7SC0TNA,"bodysuit,top",,snap,silver,yes,,,semifitted,woman,,,short sleeve,"pure silk,synthetic",plunge neck,"night out,weekend",,,,,,regular,,"romantic,modern,classic,glam",,,,
839,01DVRPN1DTXMV71CK44QPG6VN0,"pump heel,shoe",ankle trap,,black,,,,,woman,high,,,leather,,"night out,weekend",,,,stiletto,,,,"romantic,modern,glam,classic",open toe,,,medium
840,01DVRQECV7C5A5HP72PC1N5VVZ,"one piece,dress",sweater dress,,"navy,red",no,,,semifitted,woman,,,"short above the knee,long sleeve","viscose,synthetic",high neck,"day tonight,work,weekend",,,,,,regular,,"modern,business casual",,,,
841,01DVRQGZ12Z5S9VKRMARTJ93CY,"dress,one piece",shirt dress,,green,yes,,,relaxed,woman,,,"long sleeve,midi mid calf",acetate,collared,"weekend,work,day tonight",,,,,,regular,,"androgynous,modern,business casual",,,,
842,01DVRQP06XPHAQ52D8WPC84T5D,"blazers, coats, jacket,coat",trench,"buttoned front,wrap",beige,yes,,,straight regular,woman,,,"knee length,long sleeve",pure cotton,,"weekend,work,day tonight",,,,,,regular,,"modern,business casual,classic,androgynous",,,,
843,01DVRQV1AQEM6Q2QT06F0D2PTX,"shoe,pump heel",slide,,dark brown,,,,,woman,medium,,,suede,,"day tonight,weekend,vacation",,,,cone,,,,"boho,modern,androgynous",open toe,,,medium
844,01DVRR6FFEE96YXGAVD399Y8VP,"jumpsuit,one piece",Aline,,pink,no,,,relaxed,woman,,,"maxi past calf and below,short sleeve","cotton blend,linen blend",collared,"day tonight,weekend",,,,,,regular,,"modern,casual",,,,
845,01DVRR8RT6XFF8Z7C1MB7A16Z8,"jumpsuit,one piece",wrap,,navy,yes,,,relaxed,woman,,,long sleeve,pure cotton,collared,"weekend,day tonight,work",,,,,,regular,,"modern,classic,business casual,androgynous",,,,
846,01DVRRKEWR2XTV2AGND0BS10QH,"top,knit",,,black,yes,,,fitted tailored,woman,,,"sleeveless,short at waistline","viscose,synthetic",off shoulder,"day tonight,night out,weekend",,,,,,regular,,"glam,classic,modern",,,,
847,01DVRRPT4D3VMYH5D567SVZ703,"pump heel,shoe",ankle trap,,,,,,,woman,medium,,,suede,,"night out,weekend",,,,stiletto,,,,"classic,romantic,modern,glam",open toe,,,medium
848,01DVRRTF7JJ73ENZJHBZSRKHTH,"pump heel,shoe",ankle trap,,,,,,,woman,high,,,synthetic,,night out,,,,stiletto,,,,"glam,modern",open toe,,,medium
849,01DVRSB8WQRRQM3KMPRNZ35WPA,"pump heel,shoe",slide,,"white,dark brown",,,,,woman,medium,,,leather,,"weekend,day tonight",,,,kitten,,,,"classic,modern,androgynous",open toe,,,medium
850,01DVRXFJP66GS347R9FZX7T6J4,"shoe,booty",lace up,,"black,gray",,,,,woman,,,,leather,,"weekend,day tonight,night out",animal,,,,,,,"glam,modern",pointed toe,,,medium
851,01DVRYJHEHWV94XKY2F9HFE601,"dress,one piece",trapeze swing,,black,yes,"embroidery,ruffle",,relaxed,woman,,,"knee length,short sleeve","silk blend,cotton blend",high neck,"vacation,day tonight,weekend",,,,,,regular,,"modern,romantic,boho",,,,
852,01DVRYN4B93DG09MF4YS8P5PSJ,sweater,,,,,,,,,,,,,,,,,,,,,,,,,,
853,01DVS0C77R86TSCW59G1KNXP72,"shoe,mule slide",mule,,black,,,,,woman,,,,leather,,"day tonight,work",,,,,,,,"business casual,modern,androgynous",pointed toe,,,medium
854,01DVS0K29DABT1REMJ0JXFVT8Z,"one piece,dress",trapeze swing,,,yes,,,relaxed,woman,,,"short above the knee,sleeveless","acetate,viscose",boat neck,"weekend,work,day tonight",,,,,,regular,,"modern,classic,business casual",,,,
855,01DVS1BSSVTBEPS1NJP64JXRD8,"blouse,top",,,"pink,gold",yes,ruffle,,relaxed,woman,,,"mid length at hip,long sleeve","pure silk,synthetic",high neck,"work,day tonight,weekend",stripe vertical,,,,semisheer,regular,,"romantic,business casual,boho",,,,
856,01DVS1DM6H1SC40YFGP0NWQ5SZ,"pants, legging,bottom",denim jean,,gray,no,,,fitted tailored,woman,,skinny,ankle,"cotton blend,denim",,"weekend,day tonight",,,mid 89,,,regular,,"classic,casual",,clean,Grey,
857,01DVS1F4V223Y662VKYJQSWK1C,"shoe,flat",mule,,"gold,blue",,"lace,mesh",,,woman,,,,,,"day tonight,weekend,work","abstract,geometric",,,,,,,"casual,romantic,boho,business casual",pointed toe,,,medium
858,01DVS1SHB0MXNERKX17C3P5YXS,"handbag,accessory",clutch pouch,zip up,"pink,yellow",,,,,woman,,,,leather,,"weekend,day tonight",,,,,,,leather,"modern,classic,casual,romantic",,,,
859,01DVS28ACA6TP5B0BWV0Y62QW1,"pants, legging,bottom",denim jean,zip fly with button,white,no,,,fitted tailored,woman,,skinny,ankle,"cotton blend,denim",,"vacation,weekend,day tonight",,,mid 89,,,regular,,"classic,casual",,clean,white,
860,01DVS2BNQBDDDETCNJC2QTW0JA,"coat,blazers, coats, jacket","cape, poncho, wrap",open front,pink,yes,,,relaxed,woman,,,"mid length at hip,long sleeve","cashmere blend,wool blend",,"cold weather,weekend,day tonight,work",,,,,,regular,,"classic,modern,business casual,romantic",,,,
861,01DVS2F1A4EDSPB61MS0460FZ5,"bottom,pants, legging",trouser,zip fly with hook,"black,white",yes,,,relaxed,woman,,wide leg,regular,pure wool,,"day tonight,work",plaid,,high over 9,,,regular,,"modern,business casual",,,,
862,01DVS2GQ4QE0A9GQAC5FGJFS30,"booty,shoe,boot","western cowboy,bootie",zipper,black,,,,,woman,"low,mid calf",,,leather,,"work,weekend,day tonight",,,,cone,,,,"casual,edgy,modern,business casual,androgynous",closed toe,,,medium
863,01DVS2YM2E9Q015NTHQXKN16TA,"shoe,pump heel","Mary Jane,ankle trap",ankle trap,"light brown,pink",,,,,woman,high,,,leather,,"work,night out,weekend",animal,,,stiletto,,,,"modern,glam,romantic,business casual",pointed toe,,,medium
864,01DVS328FRPANWMQFR8Q4WSPBE,"blazers, coats, jacket,jacket",denim,buttoned front,blue,no,,,relaxed,woman,,,"long sleeve,cropped above waistline","denim,cotton blend",,"weekend,day tonight",,,,,,regular,,"classic,casual",,clean,"medium blue,light blue",
865,01DVS3946S3CCS3GQ61SYW5FMR,"pump heel,shoe",,none,pink,,,,,woman,high,,,suede,,"day tonight,work,weekend",,,,stiletto,,,,"classic,business casual,romantic,modern",pointed toe,,,medium
866,01DVS3AB8E1EGA9MSZ437JNGDJ,"handbag,accessory",cross body bag,"clasp,lock","pink,gold",,,,,woman,,,,leather,,"day tonight,weekend",,,,,,,metal,"modern,casual,classic",,,,
867,01DVV2P9DR07GBXR8HQ7M2GX4T,"booty,shoe,boot","bootie,western cowboy",zipper,"black,light brown",,,,,woman,"low,mid calf",,,leather,,"work,night out,day tonight,weekend",,,,cone,,,,"edgy,modern,casual,glam,business casual",pointed toe,,,medium
868,01DVV33V98YSX0S0EDBBKK8BPC,"blouse,top",,back zipper,"white,pink,orange,yellow,beige,multi",yes,,,relaxed,woman,,,"long sleeve,mid length at hip",pure silk,"mock neck,high neck","day tonight,weekend",floral,,,,"sheer,semisheer",regular,,"boho,romantic,classic",,,,
869,01DVV39G81HSG02STXVTJS5DYN,"button down,top,blouse",,buttoned front,"red,pink,orange,beige,blue,dark brown",yes,,,relaxed,woman,,,"short sleeve,mid length at hip","polyester,synthetic","collared,tie neck","vacation,weekend,day tonight",floral,,,,,regular,,"casual,modern,androgynous",,,,
870,01DVV3WE6HYRSQ5ZNMZ7A11223,"accessory,handbag",tote bag,open,"gold,pink,green",,,,,woman,,,,leather,,"work,weekend,day tonight",color block,,,,,,leather,"casual,modern,business casual,androgynous",,,,
871,01DVV40THGHZT6Z2KMG1B6VRGH,"flat,shoe",ballet,slingback,black,,,,,woman,,,,suede,,"work,day tonight",,,,,,,,"modern,business casual,classic",pointed toe,,,medium
872,01DVV4FFYTRGPCDQQMCKWKQ3NQ,"one piece,dress",Aline,wrap,"black,gold,pink",yes,,,"semifitted,relaxed",woman,,,"long sleeve,short above the knee",viscose,"plunge neck,vneck","weekend,day tonight",dot,,,,semisheer,regular,,"casual,romantic",,,,
873,01DVV4T568ZK17EYQ1A9KQ52J0,"shoe,pump heel",mule,none,black,,,,,woman,medium,,,silk,,"day tonight,work",,,,stiletto,,,,"modern,classic,business casual,androgynous",closed toe,,,medium
874,01DVV69M7J20F3CDNQEVVWYZ6V,"accessory,scarves, wrap",,,"white,gold,dark brown",,,,,woman,,,,pure silk,,"day tonight,work","monogram,abstract",,,,,,,"retro,classic",,,,
875,01DVV6K7FB8WRTRNQZJ8946V7A,"top,tee",,,yellow,no,,,relaxed,woman,,,"mid length at hip,short sleeve",pure cotton,crew neck,"weekend,day tonight",,,,,,regular,,"classic,casual",,,,
876,01DVV6S0X1PSFXYEDSHS7BR4B9,"pants, legging,bottom",5 pocket pant non denim,zip fly with button,white,no,,,"semifitted,relaxed",woman,,wide leg,cropped,pure cotton,,"weekend,vacation,day tonight",,,high over 9,,,regular,,"casual,modern",,,,
877,01DVV6VKWZTYW1MW0BDC8NCXD7,"top,crop top",,buttoned back,beige,yes,,,fitted tailored,woman,,,"cropped above waistline,sleeveless",pure silk,square neck,"weekend,vacation,day tonight",,,,,,regular,,"casual,boho",,,,
878,01DVV71QDRWA5JNND86NXDFQPV,"pants, legging,bottom","trouser,5 pocket pant non denim",zip fly with hook,white,yes,,,"semifitted,straight regular",woman,,straight,regular,"acetate,polyester,synthetic",,"work,weekend,day tonight",,,"high over 9,mid 89",,,regular,,"classic,casual,androgynous,business casual,modern",,,,
879,01DVV769TDK025Q8SS6G94T6EH,"shoe,sandal",ankle trap,ankle trap,dark brown,,,,,woman,low,,,suede,,"day tonight,vacation,weekend",,,,block,,,,"classic,casual",open toe,,,medium
880,01DVV956GEH0S1ES0T6KB5W95N,"cardigan,sweater",,"buttoned front,button front",white,yes,,,relaxed,woman,,,"mid length at hip,long sleeve","linen blend,cotton blend",collared,"weekend,day tonight",dot,,,,semisheer,regular,,"boho,modern,casual,classic,androgynous",,,,
881,01DVV9DE8MWXDVYWS0TK9VYRAN,"bodysuit,top",,snap,dark brown,yes,,,fitted tailored,woman,,,"sleeve,long below hip","elastane,wool blend,synthetic","straight,square neck","weekend,day tonight,night out",,,,,,regular,,"modern,glam",,,,
882,01DVVBR6208WHC8QX2E2CV411M,"handbag,accessory","cross body bag,designer",flap,"white,gold",,,,,woman,,,,leather,,"day tonight,weekend",,,,,,,metal,"casual,modern,classic,androgynous",,,,
883,01DVVDS1GWWATGESCRAE77AK2Z,"top,bodysuit",,halfway buttoned,white,no,,,fitted tailored,woman,,,long sleeve,"modal,spandex","scoop neck,henley","day tonight,weekend",,,,,,regular,,"casual,classic,modern",,,,
884,01DVVE0BWVBSY2PZHEG42NEQBY,"pants, legging,bottom",denim jean,zip fly with button,blue,no,,,relaxed,woman,,wide leg,regular,"cotton blend,denim",,"day tonight,weekend",,,high over 9,,,regular,,"modern,casual,retro,androgynous",,clean,dark blue,
885,01DVVE5PQ1JT2TFCRSXCYXADX3,"sandal,shoe",ankle trap,ankle trap,,,,,,woman,low,,,suede,,"weekend,day tonight",,,,block,,,,"classic,casual",open toe,,,medium
886,01DVVEPMKCNYP363YV79G2TMXX,"handbag,accessory",tote bag,zip up,dark brown,,,,,woman,,,,leather,,"weekend,day tonight",,,,,,,leather,"modern,casual,classic,androgynous",,,,
887,01DVVEXZ8HAMD0A5S25T6Y8HYP,"dress,one piece",Aline,,black,yes,,,semifitted,woman,,,"short above the knee,short sleeve","synthetic,rayon",crew neck,"night out,work,day tonight",,,,,,regular,,"business casual,classic,romantic",,,,
888,01DVVF282Z814X0JXVD41DT2TR,"dress,one piece",Aline,"belt,buttoned back","white,red",yes,,,"semifitted,relaxed",woman,,,"short above the knee,sleeveless","linen blend,cotton blend","halter,high neck","weekend,day tonight",dot,,,,,regular,,"casual,romantic,retro",,,,
889,01DVVFJ3Q19PVA9RYP00BMACDA,"booty,shoe,boot",bootie,,dark brown,,,,,woman,"mid calf,low",,,suede,,"weekend,work,day tonight",,,,stiletto,,,,"business casual,modern,classic,androgynous",pointed toe,,,medium
890,01DVVFTSXXB8V4QRX19D8Q03GJ,"bottom,pants, legging",denim jean,zip fly with button,blue,no,,,semifitted,woman,,skinny,ankle,"denim,cotton blend",,"weekend,day tonight",,,high over 9,,,regular,,"classic,casual,androgynous,modern",,clean,light blue,
891,01DVVFWANCGCFK1E1WXKQR5ER5,"top,blouse",,tieback,white,no,,,relaxed,woman,,,"long sleeve,cropped above waistline","polyester,synthetic",crew neck,"weekend,day tonight",,,,,,regular,,"modern,boho,classic",,,,
892,01DVVJJAY0287TVQ95PRE1S4EA,"bottom,pants, legging",trouser,zip fly with hook,red,no,,,straight regular,woman,,straight,regular,pure cotton,,"work,day tonight",,,high over 9,,,regular,,"modern,business casual,classic",,,,
893,01DVVK362ZVW11QGXGKYS51BYK,"pump heel,sandal,shoe",ankle trap,ankle trap,black,,,,,woman,medium,,,suede,,"weekend,day tonight,night out",,,,cone,,,,"classic,modern,glam",open toe,,,medium
894,01DVVKWGQAMJ5TTM9H6FG5TDR8,"blouse,turtleneck,top",,,black,no,,,"semifitted,relaxed",woman,,,"long sleeve,mid length at hip","synthetic,silk blend",turtleneck,"day tonight,work",,,,,,regular,,"classic,business casual,modern,androgynous",,,,
895,01DVVMB6B1J5FTGP4ZEVK12ECR,"top,button down",,buttoned front,white,yes,,,"relaxed,oversized",woman,,,"long sleeve,mid length at hip",cotton blend,collared,"work,vacation,weekend,day tonight",,,,,,regular,,"modern,boho,casual,business casual,classic,androgynous",,,,
896,01DVVNZBK0AYJ2A7YZ6TAXN8SC,"shoe,pump heel",,none,black,,,,,woman,medium,,,suede,,"day tonight,work",,,,block,,,,"classic,business casual",closed toe,,,medium
897,01DWFWGZF7H7CYWV2Y6XM05C3W,"booty,boot,shoe","bootie,Chelsea",zipper,black,,,,,woman,"mid calf,low",,,leather,,"work,day tonight,weekend",,,,block,,,,"edgy,modern,casual,androgynous",pointed toe,,,medium
898,01DWFXB7018CKZWK06VPHEF468,"dress,one piece",Aline,buttoned front,multi,yes,,,relaxed,woman,,,"midi mid calf,sleeve",pure cotton,high neck,"day tonight,weekend",floral,,,,,regular,,"modern,boho",,,,
899,01DWFXSVHMEYG0R7TCNGCHEKEG,"top,button down",,buttoned front,"black,gold",yes,,,relaxed,woman,,,"long sleeve,mid length at hip","viscose,silk blend",collared,"weekend,night out",animal,,,,,regular,,"modern,edgy,glam",,,,
900,01DWJ9VQESDPPDK4MVDM2R15CV,"bottom,pants, legging",trouser,zip fly with hook,black,yes,,,straight regular,woman,,"straight,wide leg",regular,"cotton blend,cupro",,"weekend,work,day tonight,night out",,,high over 9,,,regular,,"modern,business casual,classic,androgynous",,,,
901,01DWJA72EBF7WH4S7Z2CEE1JHM,"pullover,sweater",,,"dark brown,light brown",yes,,,relaxed,woman,,,"mid length at hip,long sleeve","wool blend,synthetic",collared,"work,weekend,day tonight",,,,,,regular,,"casual,retro,androgynous,business casual",,,,
902,01DWJCBPQ8R094AEN2NMJE78BF,"pump heel,shoe",,none,pink,,,,,woman,medium,,,suede,,"day tonight,weekend,work",,,,stiletto,,,,"classic,romantic,business casual,modern",pointed toe,,,medium
903,01DWJCRNW32AK8X4YGYYVDPP2D,"camisole,top",,,beige,yes,,,relaxed,woman,,,"mid length at hip,sleeveless",pure silk,plunge neck,"day tonight,night out,weekend",,,,,,regular,,"romantic,glam,classic",,,,
904,01E1JKRT9RKDNHAWNK381JGTBY,"pants, legging,bottom",denim jean,zip fly with button,blue,no,,,"semifitted,straight regular",woman,,straight,regular,"denim,pure cotton",,"day tonight,weekend",,,high over 9,,,regular,,"casual,classic,boho,modern",,clean,light blue,
905,01E1JKS3JX3NFZB3MWJPRSRHRK,"blouse,button down,top",,buttoned front,black,yes,,,semifitted,woman,,,"mid length at hip,long sleeve",viscose,collared,"day tonight,weekend,work",animal,,,,,regular,,"modern,business casual",,,,
906,01E1JKSJAZ8QMC5QMJ5JGPMS66,"sweater,pullover",,,"white,beige",yes,,,"semifitted,relaxed",woman,,,"long sleeve,mid length at hip","silk blend,cashmere blend",crew neck,"work,day tonight,weekend",stripe horizontal,,,,,regular,,"casual,classic,androgynous,edgy",,,,
907,01E1JKSQA44HYZ5ACGEP7QJQ0R,"bottom,skirt","high low,pleated",back zip,pink,yes,,,relaxed,woman,,,maxi past calf and below,"polyester,synthetic",,"day tonight,vacation,weekend",floral,,,,,regular,,"romantic,boho,modern",,,,
908,01E1JKT5MF08EANHMTXWY70348,"shoe,sandal",lace up,,"beige,gold,black",,,,,woman,low,,,suede,,"weekend,vacation",,,,block,,,,"boho,romantic",open toe,,,medium
909,01E1JKTFDMVZH9R1HCK1AQWNF3,"skirt,bottom","asymmetrical,slip",,"silver,black",yes,,,"semifitted,relaxed",woman,,,midi mid calf,pure silk,,"work,day tonight,weekend",,,,,,regular,,"casual,modern,edgy,business casual",,,,
910,01E1JKV4WQYPMJYVXYNN4NVYK8,"top,button down",,buttoned front,"white,gold,blue,yellow,multi,pink,dark brown,black,red","yes,no",,,"semifitted,straight regular,relaxed",woman,,,"mid length at hip,long sleeve","rayon,linen blend",collared,"work,day tonight,weekend","geometric,animal,stripe vertical,tropical",,,,semisheer,regular,,"classic,casual,androgynous,business casual",,,,
911,01E1JKVCXSSA375QKYT8HBTPHS,"sneaker athletic,shoe","lace top,low top",lace,"navy,gray,white",,,,,woman,,,,leather,,"weekend,day tonight",geometric,,,,,,,"classic,casual,athleisure,androgynous",closed toe,,,medium
912,01E1JKVWY41ZP30HFK80TCREE9,"dress,one piece",maxi,,"white,silver,pink,black",no,embroidery,,oversized,woman,,,"sleeveless,maxi past calf and below",synthetic,scoop neck,"vacation,day tonight,weekend",,,,,,regular,spaghetti,"boho,casual,romantic",,,,
913,01E1JKW0YNXYA5RZPWFVQMK8X1,"sneaker athletic,shoe","dad sneaker platform,lace top,low top",lace,"navy,white,blue,black",,,,,woman,,,,leather,,"weekend,day tonight",animal,,,,,,,"casual,modern,classic,athleisure",closed toe,,,medium
914,01E1JKWM383NSWHX1P4MWQ4Z9Q,"shoe,mule slide",slide,,white,,,,,woman,,,,leather,,"day tonight,weekend",,,,,,,,"classic,modern",open toe,,,medium
915,01E1JKWRYXA24HP99ZCYXC280X,"shoe,boot",combat,"lace,zipper",gray,,,,,woman,"low,mid calf",,,leather,,"weekend,day tonight",,,,block,,,,"edgy,androgynous,casual",closed toe,,,medium
916,01E1JKX5B5NRJ7JHW94R86Q1M0,"bottom,pants, legging","5 pocket pant non denim,denim jean",zip fly with button,gray,no,trim,,"fitted tailored,semifitted",woman,,slim,regular,"pure cotton,denim",,"weekend,day tonight",,,high over 9,,,regular,,"edgy,casual,androgynous",,distressed,Grey,
917,01E1JKXPBJ02K4E8132X4X8W2C,"boot,shoe","bootie,western cowboy",zipper,"gold,dark brown,black,white",,"buckle,stud",,,woman,"mid calf,low",,,leather,,"weekend,day tonight",,,,cone,,,,"boho,edgy,casual",pointed toe,,,medium
918,01E1JKXVY3ENSWZ9KS3V5QB8CY,"bottom,pants, legging",trouser,,"white,pink",no,,,fitted tailored,woman,,,cropped,"synthetic,cotton blend",,"day tonight,weekend",,,mid 89,,,regular,,"androgynous,casual,classic",,,,
919,01E1JKY4XGATSBAYDRTN86TSHS,"mule slide,shoe",loafer,none,"navy,black",,buckle,,,woman,low,,,leather,,"work,day tonight",,,,,,,,"business casual,androgynous,classic",closed toe,,,medium
920,01E1JKY9STYZBFJ81EZV5PFWCB,"shoe,sandal",slide,none,dark brown,,,,,woman,medium,,,leather,,"vacation,day tonight,weekend",,,,block,,,,"boho,classic,casual,modern",open toe,,,medium
921,01E1JKYEPQZQNHQ84FM6XDZ58Q,"one piece,dress",Aline,,"gold,white,blue,beige",no,ruffle,,relaxed,woman,,,"maxi past calf and below,short sleeve","cotton blend,synthetic",plunge neck,"weekend,day tonight",stripe vertical,,,,,regular,,"boho,casual,romantic",,,,
922,01E1JKYKC98VD6TMN8HFNH68G5,"one piece,dress","shift,casual dress",,"navy,orange,gold",yes,,,relaxed,woman,,,"mini mid thigh and above,long sleeve,short above the knee",pure cotton,split neck,"vacation,weekend",paisley,,,,,regular,,"casual,boho,edgy",,,,
923,01E1JKYXH45ZWMDTGP520MJHB6,"pants, legging,bottom",legging,,"green,blue,black",no,,,fitted tailored,woman,,skinny,"cropped,ankle","spandex,synthetic",,"weekend,workout",,,high over 9,,,regular,,"casual,athleisure",,,,
924,01E1JKZ7CJ8A3C1PPM0QCAEDGY,"bottom,pants, legging",denim jean,zip fly with button,black,no,,,fitted tailored,woman,,skinny,regular,"cotton blend,denim,rayon",,"work,night out,weekend,day tonight",,,high over 9,,,regular,,"classic,edgy,casual,glam,business casual",,clean,black,
925,01E1JKZHN9C23YHXTWEZFYS6DR,"mule slide,shoe",mule,,"dark brown,beige,navy",,,,,woman,,,,leather,,"work,day tonight",animal,,,,,,,"business casual,modern",pointed toe,,,medium
926,01E1JKZTQ96BTH13VDD5E5S61K,"turtleneck,top",,,"beige,black",yes,,,straight regular,woman,,,"sleeveless,mid length at hip","silk blend,synthetic",turtleneck,"night out,weekend",animal,,,,,regular,,"glam,modern",,,,
927,01E1JM0023VJ552BMC0266SWNC,"top,tee",,,"white,black,pink,red,gray,orange,green",no,,,relaxed,woman,,,"short sleeve,mid length at hip",pure cotton,crew neck,"weekend,day tonight",,,,,,regular,,"casual,classic",,,,
928,01E1JM049YVTF306M1CAMNPB9K,"bottom,pants, legging",5 pocket pant non denim,zip fly with button,burgundy,yes,,,"fitted tailored,semifitted",woman,,slim,cropped,"wool blend,synthetic",,"work,day tonight",,,mid 89,,,regular,,"modern,classic,business casual,androgynous",,,,
929,01E1JM0DZ54QBW4M51K7REKMDE,"pants, legging,bottom",trouser,zip fly with button,pink,yes,,,"semifitted,relaxed",woman,,wide leg,cropped,"cotton blend,linen blend",,"work,weekend,day tonight",,,high over 9,,,regular,,"romantic,classic,casual,business casual",,,,
930,01E1JM0X4M9J2G533CD1WKNVQR,"one piece,dress","sheath,business casual dress",,"black,navy",yes,,,semifitted,woman,,,"short above the knee,knee length,sleeveless","wool blend,synthetic",crew neck,"work,day tonight",,,,,,regular,,"classic,business casual",,,,
931,01E1JM126243V52RN9XKBM9AP3,"pants, legging,bottom",trouser,zip fly with hook,beige,yes,,,relaxed,woman,,baggy,ankle,"wool blend,synthetic",,"work,day tonight",,,high over 9,,,regular,,"modern,business casual,classic",,,,
932,01E1JM16NCM11QC1GSMKH3ERCH,"top,blouse,button down",,buttoned front,"gold,orange,dark brown,blue,beige",yes,,,semifitted,woman,,,"long sleeve,mid length at hip",synthetic,collared,"day tonight,weekend",animal,,,,sheer,regular,,"modern,casual,boho",,,,
933,01E1JM1BGF75MDESXW4Q412Y8X,"pump heel,shoe",slingback,slingback,"pink,black,red",,,,,woman,low,,,"suede,leather",,"work,day tonight",,,,"kitten,stiletto",,,,"classic,business casual,retro",pointed toe,,,medium
934,01E1JM1G8G9XE923F91JMARH5H,"short,bottom",Aline,,black,no,,,fitted tailored,woman,,,short 35,"cotton blend,spandex",,"weekend,night out",,,,,,regular,,"glam,edgy,modern",,,,
935,01E1JM23W77GK5KBFC1V9N0WCN,"puff sleeve,knit,top",,,white,yes,ruffle,,fitted tailored,woman,,,"mid length at hip,short sleeve","synthetic,cotton blend",high neck,"day tonight,weekend",stripe horizontal,,,,,regular,,"modern,romantic,casual",,,,
936,01E1JM28Q3M7F6RYB87H78XSQ6,"button down,top",,buttoned front,"blue,white",yes,,,semifitted,woman,,,"mid length at hip,long sleeve",pure cotton,collared,,stripe vertical,,,,,regular,,"androgynous,classic,business casual",,,,
937,01E1JM2WFNBDN415K0MJ37N9GK,"top,blouse",,tie neck,black,yes,,,"semifitted,relaxed",woman,,,"mid length at hip,sleeveless","spandex,silk blend","vneck,tie neck","work,day tonight",,,,,,regular,,"business casual,classic",,,,
938,01E1JM31FEV4D4ZS19FQ6DQ7CD,"blouse,top",,"buttoned front,tie neck","black,white",yes,,,"semifitted,relaxed",woman,,,"mid length at hip,long sleeve",pure silk,"collared,tie neck","work,day tonight",animal,,,,semisheer,regular,,"business casual,edgy,modern",,,,
939,01E1JM365H24JTDQ0ZGJ4DETSX,"dress,one piece",sheath,back zip,"pink,white,gray,black",yes,,,"semifitted,straight regular",woman,,,"knee length,sleeveless,short above the knee",pure wool,asymmetrical,work,plaid,,,,,regular,,"modern,classic,business casual",,,,
